,url,long,lat
297,https://www.geonames.org/2998965,2.06471,48.56601
298,https://www.geonames.org/2983154,2.57338,44.35258
299,https://www.geonames.org/2912868,6.81441,51.06646
300,https://www.geonames.org/2907201,6.0998,51.06358
301,https://www.geonames.org/2832521,7.20769,50.80019
302,https://www.geonames.org/6545628,-2.04789,34.68511
303,https://www.geonames.org/2931276,7.14816,51.25083
304,https://www.geonames.org/2984513,1.82992,48.64374
305,https://www.geonames.org/2785341,3.38932,50.60715
306,https://www.geonames.org/360630,31.24967,30.06263
307,https://www.geonames.org/3017850,0.04897,47.18252
308,https://www.geonames.org/2755003,4.63683,52.38084
309,https://www.geonames.org/2784387,5.31983,50.79484
310,https://www.geonames.org/2918632,9.93228,51.53443
311,https://www.geonames.org/3035876,3.16667,45.66667
312,https://www.geonames.org/2847603,7.85843,49.9937
313,https://www.geonames.org/3088171,16.92993,52.40692
314,https://www.geonames.org/4659054,-86.92639,35.89256
315,https://www.geonames.org/3035768,3.90832,47.49002
316,https://www.geonames.org/2792348,5.9412,50.61222
317,https://www.geonames.org/2660565,8.13877,46.19641
318,https://www.geonames.org/2997638,5.76192,49.5217
319,https://www.geonames.org/2977317,2.26667,49.01667
320,https://www.geonames.org/2960313,6.16667,49.75
321,https://www.geonames.org/6696141,-3.78216,55.66413
322,https://www.geonames.org/2501152,6.61472,36.365
323,https://www.geonames.org/2864118,6.68504,51.19807
324,https://www.geonames.org/3115609,-1.66667,42.75
325,https://www.geonames.org/2850697,11.61736,48.10938
326,https://www.geonames.org/3094802,19.93658,50.06143
327,https://www.geonames.org/3025055,2.41874,48.76846
328,https://www.geonames.org/4033649,-149.42951,-17.6486
329,https://www.geonames.org/2979648,3.3775,49.59572
330,https://www.geonames.org/3181986,6.864,45.833
331,https://www.geonames.org/2970081,2.80317,49.41705
332,https://www.geonames.org/3020686,2.37681,51.0344
333,https://www.geonames.org/2943320,6.90499,50.82928
334,https://www.geonames.org/2792413,5.56749,50.63373
335,https://www.geonames.org/2844588,12.14049,54.0887
336,https://www.geonames.org/2998150,0.22925,49.1466
337,https://www.geonames.org/2989317,1.90389,47.90289
338,https://www.geonames.org/2833139,8.28953,50.51681
339,https://www.geonames.org/3646738,-66.87919,10.48801
340,https://www.geonames.org/3038634,0.62055,44.20199
341,https://www.geonames.org/3038789,1.83547,50.10521
342,https://www.geonames.org/798544,20,52
343,https://www.geonames.org/7267904,-64.92755,18.34537
344,https://www.geonames.org/2761369,16.37208,48.20849
345,https://www.geonames.org/3165709,12.23371,41.74032
346,https://www.geonames.org/2998286,1.24759,45.83362
347,https://www.geonames.org/2892794,8.40444,49.00937
348,https://www.geonames.org/3036938,4.63031,43.67681
349,https://www.geonames.org/2759794,4.88969,52.37403
350,https://www.geonames.org/12047863,4.80679,45.7786
351,https://www.geonames.org/3491552,-69.15,18.73333
352,https://www.geonames.org/7603110,1.517,47.616
353,https://www.geonames.org/2990919,3.00141,43.18396
354,https://www.geonames.org/3002650,2.27078,48.78889
355,https://www.geonames.org/3037846,2.77186,47.97281
356,https://www.geonames.org/2928810,7.01228,51.45657
357,https://www.geonames.org/3031032,1.75574,45.95369
358,https://www.geonames.org/2887835,6.13865,51.78826
359,https://www.geonames.org/2935530,6.96514,51.66166
360,https://www.geonames.org/2784821,5.86241,50.58907
361,https://www.geonames.org/2861876,6.76339,51.21895
362,https://www.geonames.org/2992387,2.74423,48.33575
363,https://www.geonames.org/3021372,5.01667,47.31667
364,https://www.geonames.org/2264397,-8.13057,39.6945
365,https://www.geonames.org/2898227,6.88283,51.26103
366,https://www.geonames.org/3579143,-61.58333,16.25
367,https://www.geonames.org/3037157,2.33256,48.79993
368,https://www.geonames.org/2994161,0.64939,47.45251
369,https://www.geonames.org/2929813,6.59712,51.16191
370,https://www.geonames.org/3032213,1.32912,47.59432
371,https://www.geonames.org/2820447,6.63918,51.35478
372,https://www.geonames.org/2925533,8.68417,50.11552
373,https://www.geonames.org/2523920,13.33561,38.13205
374,https://www.geonames.org/2790471,4.86746,50.4669
375,https://www.geonames.org/2996119,2.10209,48.57379
376,https://www.geonames.org/298795,35,39
377,https://www.geonames.org/2745641,6.16806,51.37
378,https://www.geonames.org/3247449,6.08342,50.77664
379,https://www.geonames.org/6691637,6.15307,46.19026
380,https://www.geonames.org/2994160,6.17269,49.11911
381,https://www.geonames.org/2403846,-11.5,8.5
382,https://www.geonames.org/2507480,3.08746,36.73225
383,https://www.geonames.org/2994798,2.87885,48.96014
384,https://www.geonames.org/2797523,5.13422,50.74792
385,https://www.geonames.org/2886242,6.95,50.93333
386,https://www.geonames.org/3032267,0.99186,47.32738
387,https://www.geonames.org/3014026,7.0353,49.05942
388,https://www.geonames.org/2923822,9.67518,50.55162
389,https://www.geonames.org/2894553,6.36267,50.92149
390,https://www.geonames.org/498817,30.31413,59.93863
391,https://www.geonames.org/2982652,1.09932,49.44313
392,https://www.geonames.org/3020601,2.28249,48.99712
393,https://www.geonames.org/2986060,-2.10331,47.11581
394,https://www.geonames.org/3031009,5.2258,46.20574
395,https://www.geonames.org/2977845,2.26091,50.74834
396,https://www.geonames.org/3176219,8.94439,44.40478
397,https://www.geonames.org/3024578,-1.28297,47.0871
398,https://www.geonames.org/2638360,-4,56
399,https://www.geonames.org/1816670,116.39723,39.9075
400,https://www.geonames.org/3027487,4.36724,48.95393
401,https://www.geonames.org/2826595,6.22595,50.77368
402,https://www.geonames.org/3012655,1.99362,46.94848
403,https://www.geonames.org/629634,23.68775,52.09755
404,https://www.geonames.org/3021587,1.93928,48.54238
405,https://www.geonames.org/2842942,6.27195,51.01419
406,https://www.geonames.org/3037656,-0.55202,47.47156
407,https://www.geonames.org/3469034,-55,-10
408,https://www.geonames.org/2657941,6.64115,46.77852
409,https://www.geonames.org/3164603,12.33265,45.43713
410,https://www.geonames.org/3996063,-102,23
411,https://www.geonames.org/7729890,-105.64453,54.77535
412,https://www.geonames.org/2782058,13.13467,47.11547
413,https://www.geonames.org/2751773,4.49306,52.15833
414,https://www.geonames.org/3570312,-61.00416,14.66281
415,https://www.geonames.org/2994112,6.14148,48.77972
416,https://www.geonames.org/2747373,4.29861,52.07667
417,https://www.geonames.org/3009638,2.53724,48.00259
418,https://www.geonames.org/2992292,2.60254,46.34015
419,https://www.geonames.org/2990363,4.35788,43.83665
420,https://www.geonames.org/3026467,1.48925,48.44685
421,https://www.geonames.org/3028351,1.95339,43.31814
422,https://www.geonames.org/3012313,2.47458,48.82538
423,https://www.geonames.org/2953504,8.23975,48.7606
424,https://www.geonames.org/2992166,3.87635,43.61093
425,https://www.geonames.org/3036418,4.39033,44.61975
426,https://www.geonames.org/3176589,12.67942,41.8091
427,https://www.geonames.org/3165624,12.8016,41.95952
428,https://www.geonames.org/2661552,7.44744,46.94809
429,https://www.geonames.org/2852692,7.08956,50.72202
430,https://www.geonames.org/3012804,0.75,47.25
431,https://www.geonames.org/2983489,3.11264,45.89362
432,https://www.geonames.org/2658761,8.63493,47.69732
433,https://www.geonames.org/2970777,-2.76205,47.65688
434,https://www.geonames.org/3031276,1.51055,48.5631
435,https://www.geonames.org/2745912,5.12222,52.09083
436,https://www.geonames.org/3686110,-73.25,4
437,https://www.geonames.org/3023763,2.48757,48.60603
438,https://www.geonames.org/2847618,7.5,49.66667
439,https://www.geonames.org/3570675,-61.07418,14.60365
440,https://www.geonames.org/2972328,5.92836,43.12442
441,https://www.geonames.org/3018074,2.70177,48.40908
442,https://www.geonames.org/2847675,7.04891,50.78985
443,https://www.geonames.org/597427,24,55.41667
444,https://www.geonames.org/3006787,-1.15222,46.16308
445,https://www.geonames.org/2995150,3.97267,50.27875
446,https://www.geonames.org/2939951,10.96384,50.25937
447,https://www.geonames.org/2940187,13.28333,52.51667
448,https://www.geonames.org/2849483,12.10161,49.01513
449,https://www.geonames.org/2953178,9.66667,47.85
450,https://www.geonames.org/2990440,7.26608,43.70313
451,https://www.geonames.org/2937790,6.97495,50.93463
452,https://www.geonames.org/3034126,4.83887,47.02413
453,https://www.geonames.org/2998324,3.05858,50.63297
454,https://www.geonames.org/2980109,-1.01515,47.36069
455,https://www.geonames.org/2786545,5.18647,50.81679
456,https://www.geonames.org/2783985,4.3991,50.71469
457,https://www.geonames.org/357994,30,27
458,https://www.geonames.org/3165185,13.77678,45.64953
459,https://www.geonames.org/3094625,17.43738,51.69868
460,https://www.geonames.org/2996882,4.82823,46.31407
461,https://www.geonames.org/593116,25.2798,54.68916
462,https://www.geonames.org/3031582,-0.5805,44.84044
463,https://www.geonames.org/2981206,4.51294,45.4759
464,https://www.geonames.org/3009526,3.36631,49.66286
465,https://www.geonames.org/2990969,-1.55336,47.21725
466,https://www.geonames.org/3023240,3.08498,48.81451
467,https://www.geonames.org/3025466,-1.61636,49.63984
468,https://www.geonames.org/2977295,3.28757,49.84889
469,https://www.geonames.org/2800129,5.00322,50.38287
470,https://www.geonames.org/1259425,79.82979,11.93381
471,https://www.geonames.org/3029030,3.23472,50.17596
472,https://www.geonames.org/3021686,5.25,45
473,https://www.geonames.org/3023922,2.78861,47.95285
474,https://www.geonames.org/3441575,-56.18816,-34.90328
475,https://www.geonames.org/3020020,2.31514,48.9535
476,https://www.geonames.org/3037561,-0.5,47.33333
477,https://www.geonames.org/2987914,2.89541,42.69764
478,https://www.geonames.org/2946447,7.09549,50.73438
479,https://www.geonames.org/3172394,14.26811,40.85216
480,https://www.geonames.org/3021058,3.12548,47.37066
481,https://www.geonames.org/2790869,3.95229,50.45413
482,https://www.geonames.org/3021411,1.07772,49.9216
483,https://www.geonames.org/3205876,6.66132,51.12551
484,https://www.geonames.org/2842632,6.75154,49.31366
485,https://www.geonames.org/2763587,11.5,47
486,https://www.geonames.org/2920005,6.57557,51.16584
487,https://www.geonames.org/3037713,2.3024,49.00935
488,https://www.geonames.org/2936267,8.49707,47.95514
489,https://www.geonames.org/6295638,13.0385,52.40416
490,https://www.geonames.org/2998460,3.8,49.61667
491,https://www.geonames.org/2795113,5.23284,50.51894
492,https://www.geonames.org/6458929,-0.3029,47.85136
493,https://www.geonames.org/3703430,-80,9
494,https://www.geonames.org/2954172,10.89851,48.37154
495,https://www.geonames.org/3117735,-3.70256,40.4165
496,https://www.geonames.org/2986302,6.35542,46.90347
497,https://www.geonames.org/3014292,2.8,48.63333
498,https://www.geonames.org/2953481,9,48.5
499,https://www.geonames.org/2994932,-0.66667,48.13494
500,https://www.geonames.org/2983752,4.83333,43.33333
501,https://www.geonames.org/2879139,12.37129,51.33962
502,https://www.geonames.org/2983990,-1.67429,48.11198
503,https://www.geonames.org/2936796,10.36667,48.7
504,https://www.geonames.org/4560349,-75.16379,39.95233
505,https://www.geonames.org/3073803,12.87117,50.23271
506,https://www.geonames.org/2958580,6.28333,50.9
507,https://www.geonames.org/3003603,0.20251,48.0021
508,https://www.geonames.org/2987928,2.9363,49.93218
509,https://www.geonames.org/3038230,0.09311,48.43476
510,https://www.geonames.org/3029090,8.75713,42.56604
511,https://www.geonames.org/2673730,18.06871,59.32938
512,https://www.geonames.org/2921082,9.71561,49.57979
513,https://www.geonames.org/3023812,1.42849,47.41754
514,https://www.geonames.org/390903,22,39
515,https://www.geonames.org/3034382,4.64417,43.80806
516,https://www.geonames.org/2990265,2.48255,48.83669
517,https://www.geonames.org/2934486,6.49299,50.80434
518,https://www.geonames.org/2542007,-10,28.5
519,https://www.geonames.org/3021670,-1.05366,43.71032
520,https://www.geonames.org/2950159,13.41053,52.52437
521,https://www.geonames.org/281184,35.21633,31.76904
522,https://www.geonames.org/2986110,2.60467,49.30168
523,https://www.geonames.org/2797656,3.71667,51.05
524,https://www.geonames.org/2746301,5.0913,51.55551
525,https://www.geonames.org/2968054,2.43769,48.8486
526,https://www.geonames.org/2948825,7.8992,49.96675
527,https://www.geonames.org/2659496,6.931,46.99179
528,https://www.geonames.org/2989460,4.81025,44.13806
529,https://www.geonames.org/2892518,9.5,51.31667
530,https://www.geonames.org/2867543,7.62571,51.96236
531,https://www.geonames.org/3183356,12.659,41.72748
532,https://www.geonames.org/2917329,8.44109,51.39489
533,https://www.geonames.org/2658145,6.84345,46.46299
534,https://www.geonames.org/3022600,5.24911,45.72557
535,https://www.geonames.org/3018465,3.04521,50.0354
536,https://www.geonames.org/3381670,-53,4
537,https://www.geonames.org/2821164,6.63935,49.75565
538,https://www.geonames.org/2658434,8.01427,47.00016
539,https://www.geonames.org/2911007,8.91418,50.13423
540,https://www.geonames.org/3026637,2.41217,48.82209
541,https://www.geonames.org/2990970,2.20675,48.89198
542,https://www.geonames.org/3569907,-61.17541,14.74309
